  1236 Thais            1931 VX     L  67  1 0  1 -        sc1fd9  11.93 2.4302 0.1906 0.2148 02.4308 0.2423  13.1558
  1241 Dysona           1932 EB1    CX 63  1 0  0 -        sbca00  09.45 0.0000 0.0000 0.0000 03.1841 0.1054  23.5545
  1243 Pamela           1932 JE     C  00  1 0  0 -        sb93e2  09.68 3.0986 0.0459 0.2456 03.0970 0.0436  13.2691
  1250 Galanthus        1933 BD     C  00  1 0  0 -        sb3acf  12.26 0.0000 0.0000 0.0000 02.5542 0.2703  15.1696
  1254 Erfordia         1932 JA     C  00  1 0  0 -        s251a4  10.80 3.1347 0.0629 0.1441 03.1345 0.0379  07.0662
  1256 Normannia        1932 PD     D  70  1 0  0 -        sbe071  09.66 0.0000 0.0000 0.0000 03.9037 0.0832  04.1779
  1259 Ogyalla          1933 BT     C   9  1 0  0 -        s43e22  11.00 3.1018 0.1598 0.0229 03.0994 0.1339  02.3863
  1271 Isergina         1931 TN     XL 50  1 0  0 -        sbd3df  10.60 3.1347 0.1023 0.0995 03.1445 0.1223  06.6747
  1275 Cimbria          1932 WG     X  52  1 0  0 -        s08462  10.72 2.6802 0.1450 0.2185 02.6802 0.1688  12.8770
  1277 Dolores          1933 HA     C  97  1 0  0 -        s26703  11.05 2.6982 0.2322 0.1364 02.6983 0.2395  06.9661
  1281 Jeanne           1933 QJ     X  86  1 0  0 -        sefed0  11.60 2.5585 0.1863 0.1407 02.5583 0.2052  07.4497
  1282 Utopia           1933 QM1    C  61  1 0  0 -        sf2083  10.00 0.0000 0.0000 0.0000 03.1145 0.1258  18.0650
  1287 Lorcia           1933 QL     LS 85  2 0  0 LS       s1884c  11.07 3.0116 0.0766 0.1778 03.0109 0.0651  09.8297
  1289 Kutaissi         1933 QR     S  35  2 0  0 LS       s18e90  10.73 2.8606 0.0516 0.0365 02.8616 0.0587  01.6122
  1297 Quadea           1934 AD     C  84  3 0  0 CSV      sc5941  10.80 3.0208 0.0621 0.1752 03.0189 0.0753  09.0092
  1298 Nocturna         1934 AE     X  68  1 0  0 -        s0b5c6  10.70 3.1280 0.1154 0.1168 03.1226 0.1539  05.4962
  1301 Yvonne           1934 EA     C  94  1 0  0 -        sc468a  10.80 0.0000 0.0000 0.0000 02.7629 0.2727  34.0610
  1305 Pongola          1928 OC     X  81  2 1  0 CX       sc1047  10.65 3.0137 0.1069 0.0258 03.0107 0.0768  02.3194
  1309 Hyperborea       1931 TO     C  99  3 1  0 CX       sc3e57  10.20 3.2187 0.1302 0.1881 03.2028 0.1527  10.2891
  1325 Inanda           1934 NR     S  95  1 0  0 -        s40cee  11.50 2.5397 0.2093 0.1223 02.5418 0.2548  07.4226
  1326 Losaka           1934 NS     C  67  1 0  0 -        secd06  10.92 2.6667 0.1729 0.2669 02.6689 0.2237  15.9947
  1327 Namaqua          1934 RT     X  67  1 0  0 -        sbc0d0  12.10 2.7808 0.1324 0.0887 02.7803 0.1638  05.8204
  1328 Devota           1925 UA     D  97  1 0  0 -        s42692  10.31 3.4968 0.1090 0.1092 03.4962 0.1434  05.7666
  1329 Eliane           1933 FL     S  91  1 0  0 -        sc2b28  10.90 2.6172 0.1580 0.2303 02.6189 0.1711  14.4656
  1334 Lundmarka        1934 OB     X  86  1 0  0 -        seebaa  11.30 2.9150 0.1047 0.1843 02.9143 0.0925  11.4562
  1337 Gerarda          1934 RA1    X  92  1 0  0 -        s0aafe  11.06 2.9104 0.0759 0.2977 02.9125 0.1005  17.9819
  1340 Yvette           1934 YA     C  96  1 0  0 -        s236e2  11.10 3.1803 0.1607 0.0261 03.1785 0.1358  00.4193
  1342 Brabantia        1935 CV     C  73  2 0  0 CX       s40c0a  11.35 0.0000 0.0000 0.0000 02.2894 0.2017  20.9212
  1344 Caubeta          1935 GA     S  00  1 0  0 -        s09611  12.80 2.2478 0.1679 0.0867 02.2479 0.1198  05.6552
  1345 Potomac          -           C  99  1 0  0 -        s093b0  09.73 0.0000 0.0000 0.0000 03.9794 0.1812  11.4032
  1346 Gotha            1929 CY     S  93  1 0  0 -        sef263  11.25 2.6280 0.1552 0.2408 02.6281 0.1772  13.8428
  1348 Michel           1933 FD     L  00  2 0  0 LS       sf2679  11.40 2.7924 0.1487 0.0944 02.7903 0.1391  06.5917
  1349 Bechuana         1934 LJ     CX 54  1 0  0 -        se2541  10.20 3.0148 0.1690 0.1958 03.0124 0.1585  10.0619
  1351 Uzbekistania     1934 TF     X  94  1 0  0 -        sbe7b3  09.60 3.1920 0.0656 0.1693 03.1967 0.0625  09.6672
  1353 Maartje          1935 CU     LS 82  1 0  0 -        sd519f  10.40 3.0119 0.0765 0.1704 03.0132 0.0906  09.1890
  1360 Tarka            1935 OD     C  76  1 0  0 -        s193c0  11.00 0.0000 0.0000 0.0000 02.6333 0.2172  22.8144
  1364 Safara           1935 VB     L  76  1 0  0 -        sbe238  10.60 3.0123 0.0775 0.1819 03.0104 0.0710  11.4963
  1366 Piccolo          1932 WA     X  57  1 0  0 -        s1a7d1  10.45 2.8745 0.1204 0.1631 02.8725 0.1422  09.4715
